"","gene","log2FoldChange","padj","pvalue","baseMean","stat"
"SLAMF8","SLAMF8",-3.26142574248366,1.98179212053628e-55,5.52415922100706e-60,3157.72123656209,-16.3354298266716
"NETO2","NETO2",-1.89336538702761,2.04087046871349e-50,1.13776750869045e-54,194.007755102025,-15.5714619252778
"CD72","CD72",-2.91822313627619,4.9012814614389e-48,4.0986325809942e-52,397.850469082976,-15.1903280662073
"DNAJC5B","DNAJC5B",-3.92019768513883,5.05659108404418e-46,5.63801096478793e-50,76.4248007735874,-14.8640847740574
"ADAMDEC1","ADAMDEC1",-4.04702737536362,1.72508907378662e-45,3.36602746104706e-49,1115.95288353053,-14.7439319667782
"GPR84","GPR84",-3.26348994378544,1.72508907378662e-45,3.32884939172541e-49,170.799779886469,-14.7446818248696
"LILRB4","LILRB4",-2.59422063859597,1.72508907378662e-45,2.65388884857076e-49,5329.05715689325,-14.7599725297373
"ADAM28","ADAM28",-2.63494002009941,1.56328138108915e-43,3.48606301009427e-47,754.725122145921,-14.4272704875552
"C15orf48","C15orf48",-4.06182593784545,5.21234588583886e-43,1.45291871382268e-46,1367.42091634427,-14.3284672829854
"RELT","RELT",-1.76241471346204,5.21234588583886e-43,1.38701984338239e-46,816.839075807813,-14.331690864548
"TMEM86A","TMEM86A",-1.68004013660867,8.26708696427699e-43,2.53485593329747e-46,1041.40979277952,-14.2897588736271
"IGFLR1","IGFLR1",-1.9067215089055,1.09791864203085e-42,3.67248047508578e-46,910.807179161438,-14.2639171709191
"BAK1","BAK1",-1.02742762390931,5.06451560531717e-41,1.83522516708357e-44,1255.48676535068,-13.9883888373141
"FLVCR2","FLVCR2",-1.73162012445298,1.60265123994964e-40,6.25424874126688e-44,897.743828606743,-13.9009084435984
"LAMP3","LAMP3",-2.94529559387862,4.47010102386116e-40,1.86903178698028e-43,424.678251824119,-13.8223365591828
"CCL7","CCL7",-5.06529738016164,5.85736556513823e-40,2.61234422417315e-43,193.66851071185,-13.798216926278
"AURKA","AURKA",-1.74684053961462,9.81209488484656e-40,4.64963381302833e-43,156.391060408696,-13.7565871686137
"IL4I1","IL4I1",-3.54587751247208,1.50832763594536e-39,7.5679156646736e-43,2148.10599000979,-13.7213160281965
"IFI30","IFI30",-2.42079906021666,1.70233977241726e-39,9.01587614660011e-43,45744.5625726005,-13.7086179960736
"CXCL3","CXCL3",-3.36576637152073,7.68943211049272e-39,4.28679142048375e-42,241.971548086305,-13.5950139155153
"TIFAB","TIFAB",-3.31274752761163,8.60533785146315e-39,5.03727093744185e-42,199.079947049092,-13.5832054800218
"CALHM6","CALHM6",-2.5368921972904,9.97671215624004e-39,6.11812313414023e-42,1047.93381381034,-13.5689633071768
"FCGR1A","FCGR1A",-2.73129234581877,1.14569575542706e-38,7.34522714280761e-42,1888.78866012095,-13.5555571832461
"RRM2","RRM2",-2.52260714760497,1.20456559142268e-38,8.05841789383811e-42,511.219601107744,-13.5487560527634
"HLA-DMB","HLA-DMB",-1.82314690056322,4.2167585317639e-38,2.93850768764035e-41,9601.2539942425,-13.4534463683282
"IL21R","IL21R",-2.55633777524685,5.36184377917507e-38,3.88593556121398e-41,804.729249356897,-13.4327710548098
"LILRB1","LILRB1",-2.25934393948818,6.67675826034981e-38,5.02501666981031e-41,1529.46774635119,-13.4137248866687
"SAMSN1","SAMSN1",-1.94821517274287,8.42356840080037e-38,6.57449241038078e-41,1010.92263741506,-13.3937829408167
"CTLA4","CTLA4",-3.19144061792329,9.14523044766819e-38,7.39266015281888e-41,84.0682199360849,-13.3850710912247
"PTPN2","PTPN2",-1.10838633958696,9.41268253079098e-38,7.8712327783618e-41,1665.67672276408,-13.3804096747901
"GSN","GSN",1.77893889549731,9.53111075420882e-38,8.23594239388079e-41,85883.4969890729,13.3770428235382
"NFKBIE","NFKBIE",-1.49653055378784,2.54407491725618e-37,2.26927936870238e-40,872.837206046553,-13.3014811506026
"PARVG","PARVG",-1.71985743998988,3.55553098372459e-37,3.27059296063865e-40,1392.64599916043,-13.2741272638167
"AMPD3","AMPD3",-1.80111499980562,9.79170726655137e-37,9.27994556272464e-40,825.323255681531,-13.1957718637362
"HLA-DPA1","HLA-DPA1",-1.90138963230735,1.0222434961047e-36,9.97310727907021e-40,59594.6110342747,-13.1903425242859
"HLA-DPB2","HLA-DPB2",-2.71926424418611,1.18788366151892e-36,1.19202262898066e-39,73.0005122835049,-13.176891316822
"IL12RB1","IL12RB1",-1.77653724992878,1.32501988806852e-36,1.36657103438426e-39,528.928916309788,-13.1665753817089
"FGF2","FGF2",1.71760145028687,2.80601980422849e-36,2.97223003653471e-39,928.917993043931,13.1077665464803
"PTPN7","PTPN7",-2.28805392947543,3.46431250095406e-36,3.76608188257027e-39,659.062609903866,-13.0897979741739
"CXCL9","CXCL9",-3.49861282050982,4.29823295534777e-36,4.79245486310553e-39,5485.56567522941,-13.0714790629425
"CTSB","CTSB",-1.86371224224423,7.79773130959948e-36,8.91169292525655e-39,165216.66038055,-13.0242114753934
"ALOX5","ALOX5",-1.85647086459752,7.96975262836029e-36,9.33044210149497e-39,4018.68780009005,-13.0207058349372
"SOWAHD","SOWAHD",-1.72195959456973,1.25809796724027e-35,1.50796411404408e-38,196.1256388922,-12.9839992052429
"CD38","CD38",-2.04231977526675,1.34377636964608e-35,1.64811596555896e-38,971.959893546826,-12.9771925838003
"BATF","BATF",-2.03162014063187,1.49781085468309e-35,1.87878713479412e-38,359.33206795902,-12.9671535045228
"TMEM200B","TMEM200B",1.23424440237715,1.99859452346903e-35,2.56265778619026e-38,600.783543879154,12.9433329487702
"HLA-DRA","HLA-DRA",-1.88494378858853,4.30691082348909e-35,5.64250337850835e-38,136804.329683232,-12.8825697583675
"HLA-DPB1","HLA-DPB1",-1.95163346035263,4.85522909820387e-35,6.49619503034943e-38,44535.9476503819,-12.8716935724993
"HABP4","HABP4",0.824070506503774,6.03359025320204e-35,8.24100132144669e-38,1302.51300241463,12.8533073677055
"AFAP1L2","AFAP1L2",1.25702754942163,6.29829311304128e-35,8.77810886835022e-38,552.484493477353,12.8484233732767
"FCGR1CP","FCGR1CP",-2.96182111641799,7.14715143569464e-35,1.01604104033568e-37,140.298715202096,-12.8371044025448
"IKBKE","IKBKE",-1.24831656176419,7.66841707614444e-35,1.11151968769202e-37,430.967579135089,-12.8301477752822
"PLK1","PLK1",-2.15467240213588,7.88467178601911e-35,1.16484349730735e-37,223.134447427247,-12.8265168377533
"LILRB2","LILRB2",-1.91084862665666,9.14643833935922e-35,1.37674611937393e-37,2838.23225902408,-12.8135576571076
"SNX20","SNX20",-1.85641050748868,9.31154983935397e-35,1.42755467920409e-37,997.575247275591,-12.8107460076659
"DTNB","DTNB",-1.00383502668905,9.77702956147269e-35,1.52617046813232e-37,417.733281236413,-12.805561910819
"KMO","KMO",-2.32033831239952,1.35293233868681e-34,2.14960678202504e-37,193.311398758691,-12.778946788364
"HLA-DQA1","HLA-DQA1",-2.51947781203261,1.56468203741381e-34,2.56872756674915e-37,22839.7191918399,-12.7650841946524
